loan_amnt,purpose,Zip Code,State,emp_length,label
5000,NEED TO pay off LOANS,921xx,CA,1 year,0
6000,The purpose of this loan is to take care of my existing tuition balance. Without it I will not be able to register for the upcoming semester of classes. I would need the loan as soon as possible as the school year will be starting in a matter of weeks. It would be a great help. Thank you. ,065xx,CT,< 1 year,0
6000,panglin,297xx,SC,10+ years,0
5000,dixieboy,786xx,TX,< 1 year,0
4000,kkospender,285xx,NC,< 1 year,0
1500,wmitchell,711xx,LA,1 year,0
8000,lafortune96,180xx,PA,2 years,0
1550,qunciy_gurl,323xx,FL,< 1 year,0
7000,Cleaning up credit and paying off taxes,537xx,WI,< 1 year,0
5000,jamphat,201xx,VA,< 1 year,0
25000,Great Business Loan,486xx,MI,1 year,0
5000,idefygravity81,802xx,CO,3 years,0
4800,joecalifornia2002,950xx,CA,1 year,0
1000,V-sizzle,210xx,MD,6 years,0
9500,lonesophist,775xx,TX,2 years,0
500,dabigticket31,374xx,TN,< 1 year,0
15000,aceguy,956xx,MN,< 1 year,0
500,Trojanman7667,122xx,NY,1 year,0
2500,TXAngel1983,778xx,TX,< 1 year,0
25000,Shy256,357xx,AL,2 years,0
500,Ldurfee,257xx,WV,< 1 year,0
2200,talktobrent,551xx,MN,2 years,0
3750,jaredonline,857xx,AZ,1 year,0
3500,JMSpike1875,801xx,CO,1 year,0
1200,skcah,296xx,SC,< 1 year,0
4925,javatoast,276xx,NC,1 year,0
2000,energiemedia,070xx,NJ,< 1 year,0
2000,silverferretcu,070xx,NJ,< 1 year,0
1000,ryotrellim,875xx,NM,< 1 year,0
1500,normlessness,316xx,GA,< 1 year,0
500,kodered1984,321xx,FL,1 year,0
2000,brokenspoke,417xx,KY,< 1 year,0
12500,Bubbasc12,295xx,SC,6 years,0
15000,home improvement and security funds,333xx,FL,9 years,0
15000,MattBK,112xx,NY,1 year,0
25000,Ken4Christ4ever,852xx,AZ,< 1 year,0
5000,Broken Heater/Air Conditioning Units,951xx,CA,< 1 year,0
14000,ebrelsford,065xx,CT,1 year,0
1600,smochan,150xx,OH,1 year,0
1000,JFreeden,079xx,NJ,5 years,0
10000,alexnotov,112xx,NY,1 year,0
15000,NicB,852xx,AZ,< 1 year,0
22000,searching4u,068xx,CT,10+ years,0
8000,darussian12,786xx,TX,< 1 year,0
2000,Vjo06,109xx,NY,< 1 year,0
16000,lendborrowbhappy,068xx,CT,8 years,0
5000,jrw023,100xx,NY,< 1 year,0
5000,jrsnifty,023xx,MA,< 1 year,0
800,Keyboardman110,634xx,MO,1 year,0
500,Daisan,234xx,VA,10+ years,0
20000,Foxylady,333xx,FL,1 year,0
10000,woodcs82,341xx,FL,< 1 year,0
25000,janeco,800xx,CO,10+ years,0
15000,gopats910,123xx,NY,3 years,0
1000,hi i am looking to close,020xx,MA,4 years,0
25000,sturzstrom,207xx,MD,2 years,0
25000,cranejames,021xx,MA,7 years,0
2500,cory2345,330xx,FL,2 years,0
10000,justinjscar,432xx,OH,2 years,0
20000,creamergc,439xx,OH,10+ years,0
5500,imnxdrunk,070xx,NJ,10+ years,0
1500,rossdurham,282xx,NC,< 1 year,0
6000,PJUDC,200xx,DC,< 1 year,0
15000,kari,312xx,GA,< 1 year,0
15000,anumoses,605xx,IL,4 years,0
7000,anonymous1303,775xx,TX,1 year,0
1500,MiMi,300xx,GA,< 1 year,0
10000,hnburrell,119xx,NY,3 years,0
2500,alienblue2006,347xx,FL,< 1 year,0
5000,ppchildcare,119xx,NY,3 years,0
7500,ecoinsales,530xx,WI,< 1 year,0
2000,dasha,365xx,AL,< 1 year,0
5000,Dewey,554xx,MN,10+ years,0
2000,wade44,234xx,VA,6 years,0
2500,Seveneleven13,130xx,NY,2 years,0
2000,jgiroux235,850xx,AZ,1 year,0
9000,walte123,232xx,VA,1 year,0
20000,swoop70,178xx,OH,9 years,0
1000,prkerbny,197xx,DE,8 years,0
1000,LanzAustin,786xx,TX,10+ years,0
12000,Razorbacks36,431xx,OH,< 1 year,0
2000,KH,554xx,MN,10+ years,0
1500,oneals,350xx,AL,3 years,0
5000,videoscan23,337xx,FL,2 years,0
1550,Prosper loan,877xx,NM,2 years,0
7000,phreakelove,740xx,OK,2 years,0
5000,Marvin12,303xx,GA,1 year,0
1000,yorkhugo,372xx,TN,3 years,0
17000,pghmatt,150xx,PA,2 years,0
1000,deathstr117,532xx,WI,3 years,0
20000,jeffratt,115xx,NY,4 years,0
8000,MRLN,069xx,CT,< 1 year,0
7000,mariale09,333xx,FL,2 years,0
7000,Machado,333xx,FL,2 years,0
10000,MTM21o83,782xx,TX,< 1 year,0
1000,Need Helping Hand,024xx,MA,1 year,0
20000,JMG3313,606xx,IN,2 years,0
5000,papamac,339xx,FL,9 years,0
1000,Songshand,850xx,AZ,< 1 year,0
23000,tdb44,553xx,MN,5 years,0
1500,k-alex-52,681xx,NE,3 years,0
10000,bblboy54,226xx,VA,2 years,0
5000,eggfinder,474xx,IN,3 years,0
1000,burningbend,236xx,VA,< 1 year,0
3000,Paying off credit cards/merging consumer,462xx,IN,1 year,0
8500,xellz,712xx,LA,8 years,0
5500,urbanphoenyx,100xx,NY,1 year,0
2000,Entoaggie09,778xx,TX,1 year,0
25000,jim0120,342xx,FL,4 years,0
3000,tbrackett,352xx,AL,3 years,0
10000,jake,401xx,KY,6 years,0
10000,ajstewart19,301xx,GA,1 year,0
20000,delosomedia,275xx,NC,< 1 year,0
20000,Mardayna,986xx,WA,1 year,0
5000,tsmithee2003,726xx,AR,1 year,0
1500,Tluu,787xx,TX,< 1 year,0
4000,nemequittepas,292xx,SC,4 years,0
5000,footballfan61,638xx,MO,10+ years,0
7000,workaholic39,112xx,NY,3 years,0
2000,maladyky,417xx,KY,1 year,0
500,cilver18,300xx,GA,< 1 year,0
6000,william.alvarez,070xx,NJ,2 years,0
6000,larryjburns,720xx,AR,3 years,0
4000,mrkblack,302xx,GA,1 year,0
11000,Parrabe21,327xx,FL,< 1 year,0
1500,Pay off Tax Debt & Consolidate CCs,841xx,UT,6 years,0
1500,Simply_Beautiful,301xx,GA,< 1 year,0
500,msteckler,980xx,WA,2 years,0
500,2001eagle,766xx,TX,3 years,0
18000,sfg,441xx,OH,10+ years,0
10000,AndyInAtlanta,300xx,GA,< 1 year,0
2525,Bandeno,300xx,GA,8 years,0
20000,Personal Consolidation,100xx,NY,< 1 year,0
9000,chronicole,972xx,WA,1 year,0
6500,mandmboysfan,554xx,MN,3 years,0
750,Morgansgirl23,442xx,OH,4 years,0
5000,michaels,280xx,NC,5 years,0
12000,Emergency Loan Needed,774xx,TX,< 1 year,0
25000,thyui,941xx,CA,< 1 year,0
10000,clvarney,253xx,WV,< 1 year,0
3000,pizzaman,653xx,MO,4 years,0
20000,baxjohn,125xx,NY,< 1 year,0
6000,lucy_goosey,981xx,WA,< 1 year,0
13000,msziva,173xx,MD,10+ years,0
9000,Short term secured loa,980xx,WA,1 year,0
5000,Need funds for mortgage modification!,770xx,TX,< 1 year,0
25000,Irish45,027xx,MA,8 years,0
1000,cmjasonl04101,041xx,ME,2 years,0
5000,kentrell2006,300xx,GA,3 years,0
7500,mcs119,391xx,MS,3 years,0
25000,M_Designs,331xx,FL,< 1 year,0
2000,BGenious,276xx,NC,9 years,0
500,sanjeet,660xx,KS,< 1 year,0
15000,QuirkyMolina,770xx,TX,< 1 year,0
5000,ready4achange,326xx,FL,4 years,0
950,VolatileAtom,331xx,FL,3 years,0
1000,Refinance Credit Cards For a Better Rate,750xx,TX,4 years,0
16225,marthahuckabay,700xx,LA,3 years,0
500,Help Fund For Education,088xx,NJ,1 year,0
5000,Kojo,404xx,KY,1 year,0
15000,mr_postman,921xx,CA,2 years,0
5500,raiderpmd1,334xx,FL,10+ years,0
13000,cwvwmwcw,773xx,TX,< 1 year,0
12000,vwcwmwcw,773xx,TX,2 years,0
4000,smellein,852xx,AZ,< 1 year,0
5000,acooper2,700xx,LA,1 year,0
7500,corpsman84,214xx,MD,< 1 year,0
8000,itakedablame,112xx,NY,< 1 year,0
2000,Amanda_J_04,646xx,MO,< 1 year,0
4000,yroseb,209xx,MD,5 years,0
6000,crazygirl,802xx,CO,1 year,0
25000,syrenia,225xx,VA,< 1 year,0
7500,Saleysmom,496xx,MN,6 years,0
2700,buttercup-1970,731xx,OK,6 years,0
2500,king5six1,334xx,FL,1 year,0
500,redarrow,553xx,MN,2 years,0
5000,coalpha,802xx,CO,1 year,0
700,lilstuff28,760xx,TX,< 1 year,0
25000,Selley,600xx,WI,10+ years,0
5000,MikeStrock,980xx,WA,5 years,0
3000,nruizar,331xx,FL,2 years,0
5000,oucutiern,741xx,OK,1 year,0
5000,superkicker,975xx,OH,< 1 year,0
3000,Need to payoff high interest payday loan,891xx,NV,2 years,0
9000,Puppy_Hershey,852xx,AZ,< 1 year,0
22300,castlwizz,952xx,CA,< 1 year,0
5000,k-bro,847xx,UT,1 year,0
25000,ProudMarineProudPapa,853xx,AZ,3 years,0
2000,clarigem,100xx,NY,< 1 year,0
8700,consolidate debt,712xx,LA,4 years,0
5000,AaronHansen,121xx,NY,1 year,0
25000,Mycstro,076xx,NJ,< 1 year,0
5000,credittest,100xx,NY,< 1 year,0
1000,digix010,535xx,WI,2 years,0
12500,fpres1079,708xx,LA,1 year,0
25000,czar2k4ever,354xx,AL,2 years,0
10000,silvia,333xx,FL,1 year,0
1500,whitedove40,265xx,WV,1 year,0
25000,Fester5,530xx,WI,5 years,0
2000,Kyguy,400xx,KY,4 years,0
1500,freebird72,265xx,WV,< 1 year,0
5000,jc,331xx,FL,10+ years,0
10000,rara07,100xx,NY,< 1 year,0
5000,KBroad01,740xx,OK,10+ years,0
3000,cardiostudent,329xx,FL,< 1 year,0
8000,naturefreak715,089xx,NJ,< 1 year,0
2000,Sharellybme,065xx,CT,2 years,0
10000,woushe23,115xx,NY,2 years,0
5000,harlemshunny89,100xx,NY,3 years,0
4000,cssp1000,346xx,FL,< 1 year,0
4000,Trying to pay off credit cards and pay you rather than pay the high interest to the credit lenders,021xx,MA,1 year,0
10000,rosie66,302xx,GA,3 years,0
16200,mdbia,302xx,GA,< 1 year,0
3000,mrfriggz,850xx,AZ,3 years,0
25000,bobershaw,840xx,UT,2 years,0
25000,PhoenixFawkes,441xx,OH,3 years,0
500,Omgitsjoe89,125xx,NY,< 1 year,0
1500,hakunamachada,741xx,OK,< 1 year,0
2700,kcguy,641xx,MO,1 year,0
2000,umkchell,641xx,MO,< 1 year,0
18000,pqwest76,201xx,VA,< 1 year,0
2475,missinprophet101,021xx,MA,< 1 year,0
3000,jgordon,328xx,FL,< 1 year,0
20000,GraduatingSoon,351xx,AL,4 years,0
5000,EndertJW,489xx,MI,1 year,0
7000,chirn9980,450xx,OH,8 years,0
800,kdeveres,672xx,KS,< 1 year,0
6000,lhowell286,104xx,NY,2 years,0
5000,nodnarb100,105xx,NY,4 years,0
20000,jasonw4,554xx,MN,2 years,0
3000,jjrene,023xx,MA,1 year,0
3000,Liberty ST,104xx,NY,1 year,0
25000,robin,333xx,FL,< 1 year,0
1000,Judy,068xx,CT,10+ years,0
25000,swolff,407xx,KY,2 years,0
1000,richkid,361xx,AL,6 years,0
7000,katmill,853xx,AZ,5 years,0
4500,golden_girl5,232xx,VA,1 year,0
2600,leovarg_67,333xx,FL,< 1 year,0
2400,rickz,199xx,DE,9 years,0
3000,singlemom21,104xx,NY,< 1 year,0
25000,ivanjose,333xx,FL,10+ years,0
5000,papichulo476,088xx,NJ,2 years,0
25000,BrinzeGoddess,109xx,NY,2 years,0
4300,digitalpariah,444xx,OH,< 1 year,0
5000,Viper,687xx,NE,1 year,0
3000,farleynyc,070xx,NJ,< 1 year,0
10000,eaglenest90,083xx,NJ,< 1 year,0
6000,FedeX,330xx,FL,5 years,0
7500,kegmar,122xx,NY,3 years,0
2000,sabrena555,950xx,CO,5 years,0
5000,mrod777,950xx,CO,5 years,0
20000,michael,140xx,NY,< 1 year,0
15000,Alex Priel,440xx,OH,2 years,0
5000,dalton,631xx,MO,< 1 year,0
9000,dmorris,551xx,MN,< 1 year,0
1000,A Grand For A Plan,498xx,MI,3 years,0
3500,laphelle,292xx,SC,2 years,0
8000,secure216,481xx,MS,1 year,0
2500,Kibure,305xx,GA,< 1 year,0
10000,skierpro,144xx,NY,< 1 year,0
1250,abjones626,647xx,MO,2 years,0
10000,help me refinance ,191xx,PA,1 year,0
17000,sassylassy,740xx,OK,2 years,0
1450,fltmaiden,907xx,CO,10+ years,0
1850,ejschoster,532xx,WI,< 1 year,0
1000,tb42,841xx,UT,5 years,0
8500,Jenna9986,233xx,VA,< 1 year,0
2000,blightymouse,776xx,TX,10+ years,0
10000,sherloch,786xx,TX,2 years,0
500,vbor72,339xx,FL,1 year,0
500,aka_mom3,461xx,IN,4 years,0
2000,chijackie6,442xx,OH,< 1 year,0
1500,Joshua Harwood,852xx,AZ,3 years,0
25000,chawk,637xx,MO,< 1 year,0
4000,nubeea,850xx,AZ,< 1 year,0
5000,ellc1234,981xx,WA,3 years,0
3500,eone865,100xx,NY,< 1 year,0
10000,Have experiance need the money,296xx,SC,1 year,0
2000,Catching Up On Expenses,112xx,NY,9 years,0
10000,"lsldldk doinfn ,fnopsd",038xx,NH,< 1 year,0
11500,Tall Scott,038xx,NH,1 year,0
5000,Woody6165,275xx,NC,2 years,0
10000,twchorses,746xx,OK,4 years,0
15000,cali555,917xx,AZ,1 year,0
9000,LizardKing,140xx,NY,5 years,0
5000,Unsecured personal loan,112xx,NY,8 years,0
3000,Jonathan,331xx,FL,< 1 year,0
8500,kim9294,483xx,MA,7 years,0
3000,"I am a college student at DeVry University in my last year. I would like to pay off my credit card debt I have accumulated while in college to improve my credit score and make life easier by only having one payment every month. I have never missed a payment. I do not have any other debt of any kind. Tuition, room, and board are being paid for me.  I do not have any expenses besides credit card payments and miscellaneous small items.  My current monthly budget is as follows:  Credit card payments: $120 Miscellaneous expenses: $80 Total: $200 Income: $600 Free cash flow: $400 ",750xx,TX,< 1 year,0
3000,honeygirl,606xx,IN,3 years,0
15400,olind111,974xx,OH,4 years,0
6000,iacableguy,550xx,MN,< 1 year,0
2000,sonicsareus,633xx,MO,3 years,0
3000,jme621,675xx,KS,1 year,0
7000,"Paying off Prosper, building website",660xx,KS,< 1 year,0
3800,saras129,087xx,NJ,< 1 year,0
25000,rd11,985xx,WA,6 years,0
2000,havok410,100xx,NY,1 year,0
8000,jplcrum,100xx,NY,< 1 year,0
5000,robb1278,435xx,OH,1 year,0
10000,ggatt,782xx,TX,3 years,0
7000,FreeFreekey,276xx,NC,1 year,0
4000,New Carpet for Our Home,760xx,TX,< 1 year,0
2500,ernpet,352xx,AL,2 years,0
4200,Texasgirl67,752xx,TX,< 1 year,0
1500,xkidace,105xx,NY,3 years,0
10000,bzazab4,239xx,VA,2 years,0
4200,ttranx2,752xx,TX,< 1 year,0
7200,Personal Loan,146xx,NY,< 1 year,0
3000,MissLady85,207xx,MD,3 years,0
600,personal,350xx,AL,< 1 year,0
5000,brady969,224xx,VA,< 1 year,0
1500,Mghtymse247,060xx,CT,2 years,0
6250,kcalvillo,840xx,UT,6 years,0
1000,gr8dancer_05,668xx,KS,< 1 year,0
2000,Patricia Olivares,799xx,TX,9 years,0
10000,seasterday,461xx,IN,3 years,0
500,letitbe,982xx,WA,< 1 year,0
9000,lavisle,337xx,FL,5 years,0
4500,Joseph.mcintosh,806xx,CO,3 years,0
5500,yngpros,112xx,NY,10+ years,0
15000,Patt,283xx,NC,1 year,0
4000,kylebragger,112xx,NY,2 years,0
25000,nomad,194xx,PA,1 year,0
1500,cnoduah,303xx,GA,1 year,0
1000,jeffignacio,900xx,CO,< 1 year,0
500,writer,024xx,MA,7 years,0
2000,jmoore2200,622xx,CO,2 years,0
15000,TODDMAY2007,773xx,TX,10+ years,0
6000,"my debts are as follows-credit card -$5,000, credit card $1030,00, auto loan balance 1500.00, trs loan $5,000, student loan 3,000, and to help my kids with their expenses for college and their debt.  any other information i would be glad to provide. ",770xx,TX,10+ years,0
25000,micsay,032xx,NH,1 year,0
1500,j6594g,135xx,NY,1 year,0
2000,dobied,327xx,FL,5 years,0
6700,pdloan2007,070xx,NJ,1 year,0
25000,gabieee,330xx,FL,4 years,0
20000,Mike Paul,427xx,KY,4 years,0
7000,muffin235,011xx,MA,7 years,0
23000,Debt consolidation,801xx,CO,1 year,0
500,cowboynfla,349xx,FL,1 year,0
5000,JayR036,070xx,NJ,2 years,0
7500,stevethiel,802xx,CO,3 years,0
500,amarino,100xx,NY,< 1 year,0
3500,allenkool,782xx,TX,< 1 year,0
5000,Phillychick,100xx,NY,2 years,0
500,geralddean,112xx,NY,< 1 year,0
3500,bratcia16,465xx,IN,5 years,0
6000,medicblues,667xx,KS,3 years,0
25000,anzio,750xx,TX,< 1 year,0
17500,consolidate and be cc debt free,441xx,OH,10+ years,0
1500,wt1000,460xx,IN,2 years,0
10000,smknflams,216xx,MD,5 years,0
6500,taishap1211,060xx,CT,< 1 year,0
25000,rohitgmathew,980xx,WA,2 years,0
4000,bigjohn,633xx,MO,1 year,0
3000,tsouth,333xx,FL,< 1 year,0
5000,Evie,436xx,OH,4 years,0
5000,Fred,436xx,OH,4 years,0
1000,Floridagal62,327xx,FL,8 years,0
7500,strykerhouse,967xx,HI,10+ years,0
15000,princessgrace,060xx,CT,< 1 year,0
500,yeremeyv,235xx,VA,< 1 year,0
800,tadams12,981xx,WA,< 1 year,0
10000,TXGuy,770xx,TX,< 1 year,0
10000,CUPCAKE1,115xx,NY,9 years,0
2000,bender,115xx,NY,< 1 year,0
25000,russandjackie,302xx,GA,< 1 year,0
10000,onelou238,323xx,FL,< 1 year,0
1000,alydarinc,951xx,CO,1 year,0
5000,mama,841xx,UT,1 year,0
7000,karate_crimson,923xx,AZ,< 1 year,0
1500,debhad,302xx,GA,10+ years,0
3500,RVelaz,075xx,NJ,2 years,0
12500,pixe13,787xx,TX,2 years,0
25000,ca_da_hawka,840xx,UT,< 1 year,0
3000,JGR,333xx,FL,10+ years,0
10000,TES,640xx,MO,10+ years,0
12000,kristina1979,564xx,MN,2 years,0
8000,Quasi,235xx,VA,1 year,0
7000,Nafi,104xx,NY,8 years,0
6000,PaulaJoFair,325xx,FL,10+ years,0
1600,onemorerep315,229xx,VA,< 1 year,0
5000,busymommy,298xx,SC,2 years,0
5000,romanglad,468xx,IN,1 year,0
500,mom100,147xx,NY,4 years,0
10000,BackonTrack,765xx,TX,2 years,0
3800,canvasd,019xx,MA,2 years,0
2500,cjsavannah,323xx,FL,7 years,0
25000,owljmd,785xx,TX,8 years,0
5000,Greg,321xx,FL,7 years,0
12500,mvig12,453xx,OH,7 years,0
10000,loser1682,531xx,WI,1 year,0
4500,G35Driver,282xx,NC,< 1 year,0
3500,ds997,630xx,MO,10+ years,0
5000,psikic72032,720xx,AR,3 years,0
3000,Maurice43,301xx,GA,1 year,0
7500,lautostoppeur,946xx,CA,1 year,0
6500,sideburnz,852xx,AZ,2 years,0
2000,mlee1102,787xx,TX,4 years,0
9000,yabaha,982xx,WA,1 year,0
18000,icyblue76,112xx,NY,1 year,0
5000,jlydick,640xx,MO,10+ years,0
1500,mission686,104xx,NY,< 1 year,0
2000,rose,441xx,OH,10+ years,0
2500,elcarmom,447xx,OH,< 1 year,0
6000,TabbiCat,300xx,GA,< 1 year,0
4500,Rhar7128,064xx,CT,3 years,0
25000,moorsense,232xx,VA,< 1 year,0
14250,CMoonMaura,023xx,MA,< 1 year,0
5000,Lathomas,725xx,AR,5 years,0
1000,LarissaLou,147xx,NY,6 years,0
4500,skipher,852xx,AZ,3 years,0
5750,Daybyday,212xx,MD,1 year,0
500,JuniorTheGr8,321xx,FL,1 year,0
7275,Helped mother and brother and now I need,212xx,MD,< 1 year,0
1000,ejh4isu,528xx,IA,< 1 year,0
5000,clettenberg,604xx,IN,10+ years,0
6500,Chere,334xx,FL,3 years,0
6000,Looking to wrangle thinsg into one debt,467xx,IN,< 1 year,0
3000,jammie23,240xx,VA,1 year,0
15000,mylovlyangel,940xx,CA,7 years,0
2000,retodd83,453xx,OH,1 year,0
8500,Felter74,622xx,IN,10+ years,0
3000,CONSOLIDATING DEBTS,218xx,MD,2 years,0
4000,tony_fsbo,327xx,FL,< 1 year,0
25000,"I am a retired engineer, working on a high efficiency engine to solve global warming.  My budget is too tight to allow work on project due to old credit card balances.  Loan will be used to pay off credit cards, freeing up extra income to work on the engine.  I have 40 acres of land near Logan, Utah.  It didn't sell so decided to use it for a loan.  I would like to pay $300 per month at 7.5% interest.",840xx,UT,< 1 year,0
5000,becky5728,548xx,WI,< 1 year,0
7000,sbp,852xx,AZ,2 years,0
5000,tnwoman73,370xx,TN,< 1 year,0
500,synthetic86,672xx,KS,< 1 year,0
25000,nuggib,790xx,TX,5 years,0
2500,Megan Jackson,354xx,AL,< 1 year,0
1600,i recently got a new job and need money to help cover my moving expenses ,283xx,NC,< 1 year,0
4000,epeters,352xx,AL,3 years,0
1000,Dried Mangoes ,021xx,MA,< 1 year,0
4000,mrstattoo7,337xx,FL,10+ years,0
2000,mcallister,337xx,FL,1 year,0
25000,dangilley,983xx,WA,1 year,0
10000,ahiggs,452xx,OH,1 year,0
9000,nevergiveup,724xx,AR,10+ years,0
4000,emc428,051xx,VT,4 years,0
10000,OracleDBA,285xx,NC,< 1 year,0
2000,Honey,850xx,AZ,< 1 year,0
6500,Gods Friend20,233xx,VA,2 years,0
3500,cp60777,068xx,CT,6 years,0
2000,denesia,300xx,GA,1 year,0
4000,higgiemom,433xx,OH,2 years,0
5000,SeaSpray,027xx,MA,< 1 year,0
5000,Trucker311,027xx,MA,< 1 year,0
4000,Daughters college,080xx,NJ,2 years,0
12000,Bridge,453xx,OH,10+ years,0
14000,Consolidate22,456xx,OH,10+ years,0
1000,luchia001,853xx,AZ,1 year,0
7000,Anne1970,405xx,KY,< 1 year,0
8500,1401azalea,335xx,FL,9 years,0
1000,anb2480,331xx,FL,1 year,0
10000,Consolidate Debt,540xx,MN,1 year,0
15000,Glen,080xx,NJ,2 years,0
3500,RICM,980xx,WA,< 1 year,0
500,USMC Chick,300xx,GA,2 years,0
5000,amber88,658xx,MO,1 year,0
5000,strano,100xx,NY,< 1 year,0
3000,lynn68,760xx,TX,10+ years,0
8275,tnc01,273xx,NC,10+ years,0
5000,Internet Couple,313xx,GA,2 years,0
12000,Casablanca,207xx,MD,< 1 year,0
2000,luckymekc21,127xx,NY,2 years,0
3500,Tommy26,672xx,KS,9 years,0
2050,tnc03,284xx,NC,10+ years,0
2050,tnc04,284xx,NC,1 year,0
1000,ophelia,112xx,NY,2 years,0
4650,udi,651xx,MO,3 years,0
4000,Linsee,949xx,CA,< 1 year,0
1500,Help me get a macbook!,112xx,NY,4 years,0
3000,chastity,302xx,GA,< 1 year,0
4000,redjewel,238xx,VA,< 1 year,0
500,wmcclain1,300xx,GA,4 years,0
8000,mimsywhimsy,275xx,NC,< 1 year,0
10000,Dren,721xx,AR,< 1 year,0
9000,medicinesong,999xx,AK,10+ years,0
6000,moses1,465xx,IN,10+ years,0
5100,Travel Resorts of America,284xx,SC,10+ years,0
6000,frustrated1,549xx,WI,< 1 year,0
5000,sweets0611,211xx,MD,10+ years,0
8000,justicedocumentservices,775xx,TX,< 1 year,0
5225,chilibaby1,733xx,OK,7 years,0
4500,Silva2,017xx,MA,1 year,0
3000,odingalt,981xx,WA,1 year,0
5500,mtrgober,356xx,AL,1 year,0
10000,NikkiDavis731,383xx,TN,1 year,0
3000,iloveazsun,850xx,AZ,2 years,0
1000,Pirahnababy,982xx,WA,< 1 year,0
2000,susanna,088xx,NJ,6 years,0
1200,Mab64,071xx,NJ,1 year,0
9000,sloandes,503xx,NE,4 years,0
850,mommyof4cutekids,471xx,IN,7 years,0
5000,cxgoodw,852xx,AZ,10+ years,0
25000,PSiMac,980xx,WA,10+ years,0
1500,larue0,701xx,LA,3 years,0
25000,summit462,980xx,WA,2 years,0
3000,mshelp,201xx,VA,1 year,0
5000,AGD,085xx,NJ,10+ years,0
3500,Ricky,302xx,GA,10+ years,0
13000,oromero718,114xx,NY,3 years,0
2000,Travel Loan,701xx,LA,< 1 year,0
500,kkoehler2000,691xx,NE,2 years,0
8275,tnc06,287xx,NC,10+ years,0
8275,Travel Resorts of America,287xx,NC,10+ years,0
5000,family3930,630xx,MO,4 years,0
25000,lornepchurch,335xx,FL,9 years,0
7500,ncguy2k5,282xx,NC,< 1 year,0
500,jessedibartolo,328xx,FL,< 1 year,0
7500,Moran1162,329xx,FL,2 years,0
2000,michaelel,283xx,NC,10+ years,0
4000,prairiewolf1,680xx,NE,3 years,0
5000,FiveTrees,850xx,AZ,10+ years,0
7500,westside,021xx,MA,4 years,0
17000,wil,946xx,LA,2 years,0
8000,In search of loan to lower my debt,070xx,NJ,4 years,0
1000,pax96,337xx,FL,1 year,0
15000,grizzlybear1893,436xx,OH,10+ years,0
6050,ladyk65,282xx,NC,6 years,0
2000,thespyder314,633xx,MO,5 years,0
12000,jln,770xx,TX,10+ years,0
9000,roni,371xx,TN,1 year,0
500,studentstudent,115xx,NY,< 1 year,0
12000,bremom,234xx,VA,1 year,0
25000,DANNYPICC,640xx,MO,3 years,0
5000,lrich,764xx,TX,10+ years,0
5000,Lestatfun,308xx,GA,< 1 year,0
15000,AKW1263,349xx,FL,6 years,0
4000,domsmom45,410xx,KY,10+ years,0
2500,zero32700,030xx,NH,4 years,0
5000,MHFLA,320xx,FL,< 1 year,0
10000,Garsrese,327xx,FL,5 years,0
8525,ESHD11,025xx,MA,2 years,0
500,imbeautiful1,701xx,LA,3 years,0
15000,research,231xx,VA,< 1 year,0
1200,KarenK,187xx,PA,6 years,0
20000,texr.biz,770xx,TX,< 1 year,0
8000,energyguy,103xx,NY,2 years,0
5000,travelnurse,063xx,CT,< 1 year,0
9000,love2fish,587xx,ND,1 year,0
2000,sseniorqueen2001,336xx,FL,< 1 year,0
2000,aznflava119,017xx,MA,1 year,0
20000,biodoc,920xx,CO,< 1 year,0
7500,rmbp,100xx,NY,1 year,0
1500,jaunpae,863xx,AZ,< 1 year,0
1000,rjones9444,633xx,MO,5 years,0
5000,Raven33,346xx,FL,4 years,0
15000,Kellie,357xx,AL,2 years,0
5000,harleywulffy,751xx,TX,< 1 year,0
3000,ramzeaus,840xx,UT,3 years,0
15000,robert9516,357xx,AL,1 year,0
500,cynmcclelland,857xx,AZ,< 1 year,0
2000,escapist1,331xx,FL,7 years,0
5000,KEwers,073xx,NJ,< 1 year,0
25000,blountb1,775xx,TX,< 1 year,0
500,williaminmd,218xx,MD,< 1 year,0
4000,koedaay,240xx,VA,1 year,0
5000,JoannaL,981xx,WA,3 years,0
5000,dhouston007,730xx,AZ,1 year,0
1000,ally1444,487xx,MI,1 year,0
8950,SAKILE,328xx,FL,8 years,0
3500,MakingaPositiveChange,175xx,MD,1 year,0
15000,aronjsmalley,730xx,OK,< 1 year,0
7000,Good person trying to fix his life,895xx,NV,< 1 year,0
3000,success,995xx,AK,4 years,0
7000,Payoff credit card,290xx,SC,2 years,0
10000,Naomirw,557xx,MN,3 years,0
4000,elidesi,303xx,GA,1 year,0
25000,marieannt,106xx,NY,2 years,0
8000,pfek66,191xx,NJ,10+ years,0
20000,jk6885,730xx,OK,< 1 year,0
12000,G102,346xx,FL,< 1 year,0
12500,jon121970,329xx,FL,5 years,0
4000,aandk4evr,078xx,NJ,7 years,0
25000,harryarmon,117xx,NY,2 years,0
10000,aspet,914xx,CO,4 years,0
2000,yahelc,115xx,NY,< 1 year,0
500,Petsitter,143xx,NY,10+ years,0
8500,freshstart4me,125xx,NY,1 year,0
800,Marley,452xx,OH,< 1 year,0
1000,JAW711,495xx,MI,10+ years,0
2000,debtfree,922xx,AZ,4 years,0
3500,home repairs,134xx,NY,3 years,0
