loan_amnt,purpose,zip_code,State,emp_length,label
4200,credit_card,850xx,AZ,10+ years,1
24000,debt_consolidation,060xx,CT,3 years,1
6025,debt_consolidation,017xx,MA,7 years,1
12250,car,201xx,VA,< 1 year,1
14850,debt_consolidation,780xx,TX,10+ years,1
10000,credit_card,604xx,IL,10+ years,1
20000,debt_consolidation,110xx,NY,5 years,1
10000,small_business,301xx,GA,2 years,1
35000,credit_card,891xx,NV,1 year,1
15000,debt_consolidation,195xx,PA,< 1 year,1
5000,moving,076xx,NJ,8 years,1
11000,debt_consolidation,191xx,CA,3 years,1
5500,vacation,945xx,CA,2 years,1
2500,home_improvement,806xx,CO,< 1 year,1
21150,debt_consolidation,030xx,NH,5 years,1
20000,debt_consolidation,640xx,MO,1 year,1
5875,debt_consolidation,900xx,CA,3 years,1
24000,car,600xx,IL,10+ years,1
12000,debt_consolidation,640xx,MO,1 year,1
19200,debt_consolidation,193xx,PA,10+ years,1
8000,debt_consolidation,207xx,MD,unknown,1
35000,debt_consolidation,770xx,TX,< 1 year,1
28000,debt_consolidation,615xx,IL,8 years,1
13500,credit_card,925xx,CA,10+ years,1
27825,credit_card,291xx,SC,10+ years,1
11000,debt_consolidation,216xx,MD,10+ years,1
15000,debt_consolidation,402xx,KY,3 years,1
20000,debt_consolidation,112xx,NY,3 years,1
28000,debt_consolidation,061xx,CT,10+ years,1
35000,credit_card,080xx,NJ,10+ years,1
24000,debt_consolidation,211xx,MD,< 1 year,1
10000,major_purchase,925xx,CA,unknown,1
35000,debt_consolidation,220xx,VA,2 years,1
25000,debt_consolidation,206xx,MD,1 year,1
10000,credit_card,170xx,PA,10+ years,1
9000,debt_consolidation,112xx,NY,2 years,1
25000,debt_consolidation,221xx,VA,10+ years,1
8400,other,199xx,DE,3 years,1
20000,debt_consolidation,339xx,FL,10+ years,1
22500,debt_consolidation,210xx,MD,10+ years,1
20000,debt_consolidation,152xx,PA,10+ years,1
20000,debt_consolidation,146xx,NY,8 years,1
21000,debt_consolidation,494xx,MI,5 years,1
18700,debt_consolidation,751xx,TX,< 1 year,1
35000,debt_consolidation,940xx,CA,2 years,1
21000,debt_consolidation,012xx,MA,10+ years,1
30000,credit_card,234xx,VA,5 years,1
14000,other,347xx,FL,unknown,1
30000,debt_consolidation,080xx,NJ,1 year,1
24000,major_purchase,069xx,CT,2 years,1
35000,credit_card,111xx,NY,10+ years,1
35000,debt_consolidation,720xx,AR,5 years,1
3225,debt_consolidation,601xx,IL,5 years,1
28000,credit_card,760xx,TX,3 years,1
7200,debt_consolidation,755xx,TX,10+ years,1
12000,debt_consolidation,601xx,IL,5 years,1
21000,debt_consolidation,494xx,MI,< 1 year,1
35000,debt_consolidation,308xx,GA,10+ years,1
12000,debt_consolidation,760xx,TX,< 1 year,1
18000,car,477xx,IN,1 year,1
5000,credit_card,153xx,PA,7 years,1
25000,debt_consolidation,802xx,CO,6 years,1
8750,debt_consolidation,606xx,IL,1 year,1
6600,debt_consolidation,451xx,OH,4 years,1
10000,credit_card,275xx,NC,2 years,1
12500,debt_consolidation,346xx,FL,10+ years,1
26250,debt_consolidation,123xx,NY,10+ years,1
24000,debt_consolidation,951xx,CA,10+ years,1
11000,debt_consolidation,630xx,MO,7 years,1
15000,debt_consolidation,300xx,GA,9 years,1
13750,debt_consolidation,286xx,NC,10+ years,1
10500,credit_card,330xx,FL,10+ years,1
35000,debt_consolidation,601xx,IL,< 1 year,1
7000,vacation,925xx,CA,10+ years,1
5600,debt_consolidation,282xx,NC,10+ years,1
21000,debt_consolidation,117xx,NY,8 years,1
15000,debt_consolidation,570xx,SD,4 years,1
14725,debt_consolidation,631xx,MO,5 years,1
6400,debt_consolidation,118xx,NY,6 years,1
8400,credit_card,302xx,GA,10+ years,1
20000,other,210xx,MD,6 years,1
15000,debt_consolidation,926xx,CA,unknown,1
28000,home_improvement,923xx,CA,9 years,1
25000,credit_card,183xx,PA,8 years,1
13600,debt_consolidation,218xx,MD,10+ years,1
18000,debt_consolidation,207xx,MD,3 years,1
35000,debt_consolidation,210xx,MD,10+ years,1
20000,debt_consolidation,751xx,TX,10+ years,1
20000,credit_card,113xx,NY,10+ years,1
11075,debt_consolidation,880xx,NM,10+ years,1
11200,debt_consolidation,853xx,AZ,10+ years,1
25000,credit_card,310xx,GA,2 years,1
2500,debt_consolidation,750xx,TX,6 years,1
15000,debt_consolidation,076xx,NJ,7 years,1
16000,debt_consolidation,770xx,TX,1 year,1
5600,debt_consolidation,201xx,VA,10+ years,1
10000,home_improvement,079xx,NJ,10+ years,1
3200,credit_card,329xx,FL,unknown,1
28000,credit_card,604xx,IL,4 years,1
15000,debt_consolidation,362xx,AL,10+ years,1
21600,debt_consolidation,300xx,GA,1 year,1
15000,debt_consolidation,633xx,MO,10+ years,1
10000,credit_card,064xx,CT,9 years,1
24000,credit_card,740xx,OK,10+ years,1
5000,credit_card,440xx,OH,10+ years,1
18200,debt_consolidation,900xx,CA,3 years,1
12000,credit_card,373xx,TN,3 years,1
15175,home_improvement,606xx,IL,2 years,1
21000,debt_consolidation,328xx,FL,< 1 year,1
7000,credit_card,454xx,OH,unknown,1
12000,debt_consolidation,974xx,OR,3 years,1
3200,debt_consolidation,376xx,TN,10+ years,1
7200,credit_card,283xx,NC,10+ years,1
13200,debt_consolidation,553xx,MN,10+ years,1
20000,debt_consolidation,993xx,WA,unknown,1
18000,credit_card,794xx,TX,2 years,1
18000,debt_consolidation,981xx,WA,6 years,1
7500,debt_consolidation,800xx,CO,3 years,1
15000,credit_card,212xx,MD,10+ years,1
2400,credit_card,080xx,NJ,10+ years,1
2000,debt_consolidation,207xx,MD,10+ years,1
10000,credit_card,322xx,FL,10+ years,1
30000,debt_consolidation,770xx,TX,< 1 year,1
25000,other,306xx,GA,10+ years,1
3500,debt_consolidation,774xx,TX,2 years,1
11925,debt_consolidation,704xx,LA,10+ years,1
3000,home_improvement,123xx,NY,10+ years,1
24000,home_improvement,601xx,IL,10+ years,1
13200,credit_card,990xx,WA,1 year,1
5000,debt_consolidation,323xx,FL,10+ years,1
21000,debt_consolidation,074xx,NJ,10+ years,1
9000,debt_consolidation,911xx,CA,10+ years,1
10000,debt_consolidation,550xx,MN,3 years,1
12000,debt_consolidation,543xx,WI,2 years,1
1000,other,139xx,NY,10+ years,1
12000,debt_consolidation,439xx,OH,10+ years,1
35000,credit_card,483xx,MI,2 years,1
24000,debt_consolidation,330xx,FL,10+ years,1
8500,credit_card,606xx,IL,1 year,1
3500,debt_consolidation,553xx,MN,8 years,1
16100,debt_consolidation,117xx,NY,10+ years,1
12000,debt_consolidation,028xx,MA,10+ years,1
10000,small_business,958xx,CA,< 1 year,1
6000,debt_consolidation,494xx,MI,4 years,1
5000,debt_consolidation,483xx,MI,10+ years,1
18000,debt_consolidation,710xx,LA,10+ years,1
1000,other,381xx,TN,10+ years,1
3850,debt_consolidation,691xx,NE,< 1 year,1
2000,debt_consolidation,481xx,MI,4 years,1
20000,debt_consolidation,327xx,FL,7 years,1
10175,credit_card,154xx,PA,3 years,1
10000,home_improvement,852xx,AZ,< 1 year,1
20000,debt_consolidation,234xx,VA,5 years,1
35000,credit_card,300xx,GA,10+ years,1
20000,debt_consolidation,950xx,CA,10+ years,1
14000,debt_consolidation,292xx,SC,8 years,1
20000,debt_consolidation,372xx,TN,2 years,1
12250,debt_consolidation,920xx,CA,4 years,1
15000,credit_card,637xx,MO,8 years,1
10000,credit_card,900xx,CA,10+ years,1
3600,credit_card,606xx,IL,7 years,1
5000,home_improvement,070xx,NJ,10+ years,1
35000,credit_card,376xx,TN,10+ years,1
13000,home_improvement,391xx,MS,10+ years,1
4000,debt_consolidation,785xx,TX,5 years,1
22450,debt_consolidation,985xx,WA,10+ years,1
4800,credit_card,752xx,TX,1 year,1
21275,debt_consolidation,557xx,MN,4 years,1
15000,credit_card,921xx,CA,10+ years,1
12000,credit_card,786xx,TX,4 years,1
34125,home_improvement,275xx,NC,10+ years,1
9650,debt_consolidation,024xx,MA,< 1 year,1
24000,debt_consolidation,349xx,FL,10+ years,1
35000,debt_consolidation,762xx,TX,10+ years,1
25000,credit_card,557xx,MN,10+ years,1
9100,debt_consolidation,488xx,MI,10+ years,1
25000,debt_consolidation,017xx,MA,2 years,1
18000,credit_card,331xx,FL,6 years,1
10800,credit_card,852xx,AZ,10+ years,1
9600,debt_consolidation,329xx,FL,2 years,1
3600,debt_consolidation,441xx,OH,3 years,1
12000,credit_card,104xx,NY,10+ years,1
35000,credit_card,970xx,OR,6 years,1
12000,home_improvement,190xx,PA,10+ years,1
18000,credit_card,550xx,MN,8 years,1
22925,debt_consolidation,930xx,CA,< 1 year,1
8000,credit_card,945xx,CA,3 years,1
7000,home_improvement,481xx,MI,3 years,1
4500,debt_consolidation,207xx,MD,5 years,1
11500,other,234xx,VA,unknown,1
18725,home_improvement,337xx,FL,10+ years,1
19500,debt_consolidation,371xx,TN,10+ years,1
5000,other,774xx,TX,4 years,1
5000,credit_card,781xx,TX,2 years,1
2800,debt_consolidation,337xx,FL,7 years,1
14150,credit_card,149xx,NY,unknown,1
12000,small_business,537xx,WI,8 years,1
16075,debt_consolidation,454xx,OH,3 years,1
21000,credit_card,178xx,PA,4 years,1
20000,debt_consolidation,626xx,IL,10+ years,1
19200,home_improvement,913xx,CA,10+ years,1
28000,credit_card,760xx,TX,5 years,1
15000,debt_consolidation,950xx,CA,2 years,1
15000,debt_consolidation,935xx,CA,7 years,1
35000,debt_consolidation,711xx,LA,2 years,1
24000,debt_consolidation,703xx,LA,10+ years,1
35000,credit_card,231xx,VA,4 years,1
17125,debt_consolidation,028xx,RI,4 years,1
30000,debt_consolidation,636xx,MO,9 years,1
8000,debt_consolidation,765xx,TX,2 years,1
5000,credit_card,431xx,OH,3 years,1
9100,credit_card,023xx,MA,5 years,1
1800,credit_card,331xx,FL,10+ years,1
4850,debt_consolidation,551xx,MN,< 1 year,1
24000,home_improvement,300xx,GA,10+ years,1
8000,debt_consolidation,761xx,TX,10+ years,1
10000,credit_card,992xx,WA,3 years,1
30000,debt_consolidation,750xx,TX,10+ years,1
9600,credit_card,338xx,FL,4 years,1
35000,debt_consolidation,600xx,IL,10+ years,1
20000,credit_card,394xx,MS,1 year,1
10000,credit_card,199xx,DE,10+ years,1
6000,credit_card,264xx,WV,10+ years,1
22000,credit_card,774xx,TX,unknown,1
28000,home_improvement,941xx,CA,1 year,1
5000,credit_card,331xx,FL,4 years,1
12500,debt_consolidation,047xx,ME,unknown,1
18000,home_improvement,316xx,GA,10+ years,1
10000,credit_card,293xx,SC,10+ years,1
11200,debt_consolidation,476xx,IN,< 1 year,1
2150,medical,431xx,OH,3 years,1
9000,debt_consolidation,641xx,MO,10+ years,1
12500,debt_consolidation,028xx,RI,10+ years,1
6000,credit_card,875xx,NM,< 1 year,1
20000,debt_consolidation,296xx,SC,6 years,1
21000,debt_consolidation,945xx,CA,10+ years,1
35000,credit_card,275xx,NC,< 1 year,1
30000,debt_consolidation,376xx,TN,10+ years,1
6000,debt_consolidation,072xx,NJ,3 years,1
28000,debt_consolidation,300xx,GA,10+ years,1
6000,debt_consolidation,943xx,OR,10+ years,1
15000,debt_consolidation,100xx,NY,10+ years,1
14000,credit_card,021xx,MA,2 years,1
15000,home_improvement,770xx,TX,10+ years,1
30800,credit_card,244xx,VA,10+ years,1
12000,debt_consolidation,210xx,MD,10+ years,1
2000,credit_card,221xx,VA,6 years,1
4275,debt_consolidation,138xx,NY,1 year,1
6000,home_improvement,210xx,MD,2 years,1
18000,credit_card,554xx,MN,1 year,1
25000,debt_consolidation,761xx,TX,10+ years,1
6000,credit_card,088xx,NJ,3 years,1
9900,credit_card,013xx,MA,10+ years,1
35000,credit_card,983xx,WA,5 years,1
18250,debt_consolidation,378xx,TN,1 year,1
12000,credit_card,165xx,PA,unknown,1
30000,credit_card,980xx,WA,10+ years,1
21000,debt_consolidation,303xx,GA,4 years,1
1000,other,224xx,VA,10+ years,1
3600,debt_consolidation,331xx,FL,10+ years,1
12000,debt_consolidation,085xx,NJ,3 years,1
20000,debt_consolidation,100xx,NY,1 year,1
15000,credit_card,089xx,NJ,< 1 year,1
30000,debt_consolidation,553xx,MN,3 years,1
7000,home_improvement,493xx,MI,4 years,1
30000,debt_consolidation,326xx,FL,10+ years,1
2000,debt_consolidation,725xx,AR,10+ years,1
13000,debt_consolidation,410xx,KY,10+ years,1
15000,credit_card,189xx,PA,10+ years,1
17000,debt_consolidation,920xx,CA,9 years,1
14000,debt_consolidation,071xx,NJ,5 years,1
10500,debt_consolidation,280xx,NC,8 years,1
15000,debt_consolidation,786xx,TX,7 years,1
12600,credit_card,460xx,IN,7 years,1
12000,major_purchase,932xx,CA,9 years,1
28000,debt_consolidation,460xx,IN,1 year,1
11750,debt_consolidation,388xx,MS,1 year,1
24000,debt_consolidation,774xx,TX,2 years,1
8300,debt_consolidation,801xx,CO,unknown,1
15000,credit_card,130xx,NY,10+ years,1
24000,debt_consolidation,763xx,TX,5 years,1
8000,debt_consolidation,328xx,FL,5 years,1
24000,debt_consolidation,970xx,OR,4 years,1
35000,debt_consolidation,453xx,OH,10+ years,1
12000,debt_consolidation,190xx,PA,7 years,1
13050,debt_consolidation,275xx,NC,10+ years,1
14000,debt_consolidation,359xx,AL,10+ years,1
8400,debt_consolidation,080xx,NJ,10+ years,1
9600,debt_consolidation,400xx,KY,8 years,1
10000,debt_consolidation,331xx,FL,4 years,1
1800,debt_consolidation,300xx,GA,1 year,1
15000,debt_consolidation,430xx,OH,5 years,1
6000,debt_consolidation,981xx,WA,1 year,1
10000,home_improvement,487xx,MI,< 1 year,1
25000,credit_card,607xx,IL,10+ years,1
8675,debt_consolidation,212xx,MD,unknown,1
14000,debt_consolidation,707xx,LA,2 years,1
16000,debt_consolidation,337xx,FL,10+ years,1
21700,debt_consolidation,217xx,MD,10+ years,1
2800,small_business,934xx,CA,2 years,1
3600,debt_consolidation,015xx,MA,10+ years,1
20000,credit_card,432xx,OH,10+ years,1
30000,debt_consolidation,752xx,TX,10+ years,1
20000,debt_consolidation,287xx,NC,4 years,1
30000,debt_consolidation,023xx,MA,< 1 year,1
10000,debt_consolidation,941xx,CA,1 year,1
30000,home_improvement,280xx,NC,< 1 year,1
3350,credit_card,396xx,MS,unknown,1
12000,credit_card,900xx,CA,< 1 year,1
6000,credit_card,844xx,UT,10+ years,1
19200,debt_consolidation,300xx,GA,< 1 year,1
12000,debt_consolidation,309xx,GA,5 years,1
20000,credit_card,320xx,FL,10+ years,1
13200,debt_consolidation,103xx,NY,1 year,1
35000,credit_card,281xx,NC,4 years,1
14400,debt_consolidation,787xx,TX,< 1 year,1
3000,debt_consolidation,306xx,GA,5 years,1
23200,credit_card,024xx,MA,< 1 year,1
18250,credit_card,303xx,GA,unknown,1
14000,debt_consolidation,439xx,OH,3 years,1
12000,debt_consolidation,448xx,OH,10+ years,1
3000,other,852xx,AZ,2 years,1
4000,car,480xx,MI,5 years,1
5000,major_purchase,750xx,TX,2 years,1
12425,debt_consolidation,124xx,NY,unknown,1
31325,credit_card,100xx,NY,1 year,1
28000,credit_card,064xx,CT,10+ years,1
2500,major_purchase,917xx,CA,10+ years,1
24000,debt_consolidation,946xx,CA,10+ years,1
5000,debt_consolidation,357xx,AL,< 1 year,1
17200,debt_consolidation,209xx,MD,1 year,1
15000,credit_card,625xx,IL,2 years,1
14400,home_improvement,352xx,AL,< 1 year,1
1400,home_improvement,355xx,AL,10+ years,1
8200,debt_consolidation,494xx,MI,3 years,1
5400,credit_card,021xx,MA,2 years,1
25000,debt_consolidation,852xx,AZ,10+ years,1
20000,debt_consolidation,430xx,OH,10+ years,1
24000,debt_consolidation,292xx,SC,< 1 year,1
25500,credit_card,070xx,NJ,7 years,1
13475,other,075xx,NJ,10+ years,1
7200,major_purchase,303xx,GA,4 years,1
30000,debt_consolidation,145xx,NY,6 years,1
15000,debt_consolidation,553xx,MN,< 1 year,1
21600,debt_consolidation,660xx,KS,5 years,1
15000,debt_consolidation,189xx,PA,3 years,1
11000,moving,117xx,NY,10+ years,1
6400,debt_consolidation,021xx,MA,10+ years,1
10000,debt_consolidation,770xx,TX,4 years,1
25200,debt_consolidation,441xx,OH,10+ years,1
5725,debt_consolidation,951xx,CA,3 years,1
15000,debt_consolidation,674xx,KS,2 years,1
15600,debt_consolidation,710xx,LA,5 years,1
11400,home_improvement,335xx,FL,1 year,1
20000,credit_card,919xx,CA,9 years,1
4550,small_business,476xx,IN,5 years,1
11000,debt_consolidation,553xx,MN,4 years,1
26825,debt_consolidation,550xx,MN,10+ years,1
8375,debt_consolidation,717xx,AR,10+ years,1
25000,debt_consolidation,114xx,NY,3 years,1
15000,debt_consolidation,300xx,GA,9 years,1
19200,credit_card,112xx,NY,8 years,1
16000,small_business,614xx,IL,5 years,1
18000,moving,156xx,PA,8 years,1
24000,credit_card,853xx,AZ,unknown,1
12000,credit_card,403xx,KY,2 years,1
14400,major_purchase,461xx,IN,10+ years,1
4325,car,653xx,MO,2 years,1
7500,home_improvement,265xx,WV,3 years,1
25000,credit_card,770xx,TX,6 years,1
14000,credit_card,383xx,TN,unknown,1
13000,credit_card,482xx,MI,1 year,1
3525,credit_card,333xx,FL,1 year,1
5400,debt_consolidation,787xx,TX,2 years,1
24000,debt_consolidation,207xx,MD,6 years,1
17000,debt_consolidation,349xx,FL,2 years,1
10000,credit_card,328xx,FL,10+ years,1
35000,debt_consolidation,190xx,PA,10+ years,1
12000,debt_consolidation,277xx,NC,< 1 year,1
21600,other,014xx,MA,4 years,1
4000,credit_card,239xx,VA,1 year,1
18000,debt_consolidation,752xx,TX,7 years,1
20900,car,021xx,MA,2 years,1
20825,debt_consolidation,300xx,GA,10+ years,1
10175,debt_consolidation,330xx,FL,3 years,1
12000,debt_consolidation,913xx,CA,10+ years,1
20000,debt_consolidation,283xx,NC,6 years,1
4000,home_improvement,604xx,IL,10+ years,1
15000,credit_card,627xx,IL,10+ years,1
16000,credit_card,300xx,GA,10+ years,1
15500,credit_card,117xx,NY,1 year,1
14000,debt_consolidation,172xx,PA,10+ years,1
4175,debt_consolidation,563xx,MN,4 years,1
5000,debt_consolidation,768xx,TX,8 years,1
20000,credit_card,992xx,WA,unknown,1
30000,credit_card,038xx,NH,10+ years,1
5500,debt_consolidation,955xx,CA,3 years,1
30000,debt_consolidation,944xx,CA,3 years,1
24000,debt_consolidation,275xx,NC,10+ years,1
24000,debt_consolidation,117xx,NY,3 years,1
9800,debt_consolidation,442xx,OH,10+ years,1
12000,credit_card,452xx,OH,3 years,1
15000,credit_card,951xx,CA,10+ years,1
24000,debt_consolidation,300xx,GA,6 years,1
10000,debt_consolidation,787xx,TX,< 1 year,1
19800,debt_consolidation,210xx,MD,7 years,1
8000,credit_card,112xx,NY,3 years,1
5600,debt_consolidation,328xx,FL,10+ years,1
20000,debt_consolidation,117xx,NY,3 years,1
10000,debt_consolidation,206xx,MD,6 years,1
29000,credit_card,338xx,FL,10+ years,1
3000,house,112xx,NY,< 1 year,1
23400,debt_consolidation,620xx,IL,8 years,1
9525,debt_consolidation,112xx,NY,3 years,1
10000,debt_consolidation,319xx,GA,3 years,1
22500,debt_consolidation,170xx,PA,< 1 year,1
10000,debt_consolidation,958xx,CA,8 years,1
15500,debt_consolidation,551xx,MN,10+ years,1
3000,medical,949xx,CA,10+ years,1
1000,debt_consolidation,115xx,NY,10+ years,1
20000,debt_consolidation,082xx,NJ,4 years,1
16275,debt_consolidation,850xx,AZ,1 year,1
16000,small_business,328xx,FL,2 years,1
10000,debt_consolidation,750xx,TX,3 years,1
4000,debt_consolidation,631xx,MO,< 1 year,1
4000,other,182xx,PA,10+ years,1
10650,house,212xx,MD,6 years,1
6950,home_improvement,454xx,OH,10+ years,1
8000,debt_consolidation,982xx,WA,7 years,1
8000,debt_consolidation,281xx,NC,7 years,1
8000,credit_card,379xx,TN,8 years,1
7500,credit_card,850xx,AZ,1 year,1
13500,debt_consolidation,773xx,TX,10+ years,1
22350,credit_card,256xx,WV,9 years,1
10000,major_purchase,662xx,KS,7 years,1
6000,credit_card,760xx,TX,< 1 year,1
15000,debt_consolidation,977xx,OR,10+ years,1
4900,major_purchase,112xx,NY,3 years,1
13450,other,460xx,IN,8 years,1
5000,credit_card,890xx,NV,< 1 year,1
28000,credit_card,386xx,MS,8 years,1
9600,debt_consolidation,921xx,CA,10+ years,1
14000,credit_card,760xx,TX,3 years,1
30000,debt_consolidation,271xx,NC,10+ years,1
17600,credit_card,971xx,OR,< 1 year,1
5000,other,940xx,CA,5 years,1
35000,home_improvement,953xx,CA,9 years,1
5000,debt_consolidation,066xx,CT,< 1 year,1
30000,debt_consolidation,616xx,IL,10+ years,1
31075,debt_consolidation,983xx,WA,6 years,1
15000,debt_consolidation,114xx,NY,7 years,1
24000,debt_consolidation,721xx,AR,8 years,1
24000,credit_card,282xx,NC,6 years,1
6225,credit_card,932xx,CA,10+ years,1
16800,credit_card,553xx,MN,4 years,1
9500,debt_consolidation,352xx,AL,4 years,1
7800,medical,630xx,MO,2 years,1
14400,credit_card,322xx,FL,10+ years,1
35000,debt_consolidation,853xx,AZ,5 years,1
35000,major_purchase,967xx,HI,6 years,1
15350,debt_consolidation,183xx,PA,10+ years,1
12125,debt_consolidation,296xx,SC,unknown,1
12000,debt_consolidation,231xx,VA,10+ years,1
18000,medical,921xx,CA,10+ years,1
14100,credit_card,104xx,NY,< 1 year,1
20000,debt_consolidation,019xx,MA,10+ years,1
12000,debt_consolidation,476xx,IN,8 years,1
15850,debt_consolidation,560xx,MN,3 years,1
8000,credit_card,939xx,CA,1 year,1
5525,debt_consolidation,852xx,AZ,< 1 year,1
3600,other,212xx,MD,10+ years,1
9600,debt_consolidation,890xx,NV,3 years,1
14225,home_improvement,357xx,AL,5 years,1
1500,major_purchase,383xx,TN,10+ years,1
24000,home_improvement,302xx,GA,10+ years,1
20000,credit_card,660xx,KS,< 1 year,1
24800,credit_card,802xx,CO,5 years,1
35000,debt_consolidation,750xx,TX,10+ years,1
28000,debt_consolidation,672xx,KS,unknown,1
21500,debt_consolidation,895xx,NV,10+ years,1
10000,debt_consolidation,208xx,MD,3 years,1
10400,debt_consolidation,981xx,WA,8 years,1
2800,other,432xx,OH,< 1 year,1
24000,debt_consolidation,283xx,NC,9 years,1
